parameter,mean,std,median
v_norm,0.7959718,0.48635325,0.6553603
a_0,1.2097672,0.27689636,1.1608344
w_s_eff,0.6889916,0.26911703,0.62636834
t_0,0.30962777,0.1097634,0.31115532
alpha_gain,0.7228927,0.15550584,0.69254273
beta_val,-0.0407345,0.5156916,-0.053680968
