parameter,mean,std,median
v_norm,0.78792185,0.48940724,0.6530569
a_0,1.210625,0.27956578,1.1617149
w_s_eff,0.6913813,0.2712751,0.637524
t_0,0.30206898,0.1158917,0.30345607
alpha_gain,0.7207427,0.1522486,0.68843985
beta_val,-0.0060118674,0.510833,-0.005080783
