parameter,mean,std,median
v_norm,0.8011091,0.48485652,0.67749465
a_0,1.2075613,0.26556784,1.1673588
w_s_eff,0.72251624,0.269134,0.70319337
t_0,0.3038835,0.11347993,0.3006153
alpha_gain,0.7196506,0.15535232,0.6838538
beta_val,-0.0048428765,0.5172712,-0.018618096
