parameter,mean,std,median
v_norm,0.6643324,0.16300036,0.67495644
a_0,1.5037462,0.23706107,1.4930843
w_s_eff,0.87858564,0.16955549,0.8842467
t_0,0.3130943,0.09629229,0.3068548
alpha_gain,0.74294233,0.070852436,0.7323822
beta_val,0.010778562,0.23928629,0.0068054167
