parameter,mean,std,median
v_norm,0.6621824,0.16248111,0.658787
a_0,1.4976319,0.24149002,1.4918861
w_s_eff,0.8820505,0.16905558,0.8993781
t_0,0.31394708,0.092991,0.30925703
alpha_gain,0.7518257,0.070939325,0.7503811
beta_val,0.004580383,0.23397183,0.0011464937
