parameter,mean,std,median
v_norm,0.80983216,0.50147974,0.6488542
a_0,1.1854006,0.27039388,1.123113
w_s_eff,0.6900302,0.27007145,0.63904065
t_0,0.3055943,0.114476115,0.308253
alpha_gain,0.7329517,0.15515634,0.7174352
beta_val,-0.044151437,0.51030177,-0.06129301
