parameter,mean,std,median
v_norm,0.6714978,0.16968569,0.6949323
a_0,1.4919802,0.23927169,1.4736762
w_s_eff,0.87798375,0.17448449,0.8773755
t_0,0.3126085,0.094594784,0.30085915
alpha_gain,0.7507886,0.07065182,0.75369424
beta_val,0.010637185,0.23727131,-0.007025045
