parameter,mean,std,median
v_norm,0.80225253,0.48978835,0.6789056
a_0,1.1927086,0.26832023,1.1427631
w_s_eff,0.69513047,0.26816788,0.6468885
t_0,0.30877912,0.113714956,0.3120719
alpha_gain,0.7231917,0.15019295,0.6994787
beta_val,-0.035759907,0.5330256,-0.054515913
