parameter,mean,std,median
v_norm,0.81295455,0.5127665,0.6775431
a_0,1.2105371,0.27417338,1.1718614
w_s_eff,0.71619827,0.27102363,0.67807573
t_0,0.30539793,0.11070877,0.30726504
alpha_gain,0.723152,0.15331434,0.69069886
beta_val,-0.015803745,0.51226526,-0.0020538694
