parameter,mean,std,median
v_norm,0.65460485,0.1645419,0.653565
a_0,1.489918,0.2359364,1.4661888
w_s_eff,0.8885933,0.1670756,0.9074856
t_0,0.31550965,0.09581646,0.3147732
alpha_gain,0.75181484,0.07077987,0.74915344
beta_val,-0.003271526,0.2391181,0.0031865009
