parameter,mean,std,median
v_norm,0.80382556,0.4958987,0.66115606
a_0,1.1903461,0.26996985,1.1335509
w_s_eff,0.7000783,0.27209854,0.6508658
t_0,0.30022666,0.114098124,0.29606283
alpha_gain,0.7261166,0.15426387,0.701108
beta_val,-0.023490556,0.53069174,-0.055738956
