v_norm,a_0,w_s_eff,t_0,alpha_gain,beta_val
0.7431633,1.7782869,0.93912166,0.27915892,0.72103596,-0.1692565
0.9276582,1.2711203,1.1304852,0.19522502,0.7044184,-0.13380641
0.6394457,1.4683536,1.1016645,0.37706906,0.7695938,-0.31512982
0.9226799,1.3868028,0.60629445,0.3222489,0.63910675,-0.071745895
0.6146685,1.8834716,0.96757394,0.18392465,0.7182714,0.2341255
0.73430413,1.3324381,1.1426584,0.27362487,0.72863823,0.05165325
0.7648246,1.5845255,0.65386486,0.43765965,0.67611414,-0.09460297
0.58871984,1.3786277,0.7753528,0.43148997,0.6630828,-0.3060453
0.6011381,1.8224754,0.8600591,0.30796096,0.66721404,0.16095734
0.30063784,1.5173458,0.50269836,0.23479399,0.7797337,-0.06259306
0.47512695,1.6018015,0.9759025,0.4398449,0.7198529,-0.41191566
0.5903643,1.8580663,0.98470426,0.15162233,0.68173623,-0.3038418
0.5140403,1.3982525,0.8325492,0.18091103,0.7820339,0.38115913
0.88995117,1.5194992,0.9802562,0.37913847,0.7812184,-0.3755417
0.89969826,1.2574294,1.130821,0.28130922,0.77024174,0.2854544
0.7093944,1.0330105,0.7795802,0.29111543,0.6412015,0.011788144
0.5905652,1.4388893,0.8367182,0.46642628,0.7114691,0.17688808
0.87205607,1.4295824,1.1508503,0.27248326,0.6924938,-0.1792447
0.52197725,1.1971185,1.0021924,0.2683561,0.868873,-0.1031993
0.46761188,1.4619399,0.6931242,0.37076503,0.6533283,0.35081354
0.3111174,1.2721683,0.8496022,0.3505368,0.71407974,0.39683104
0.7627505,1.7613899,0.70029753,0.34000745,0.8000878,0.2669158
0.44022503,1.207938,0.6930662,0.3653962,0.7363948,-0.17273788
0.4773007,1.4352375,0.9671465,0.30431977,0.72544664,-0.15583149
0.5052599,1.498755,0.7691102,0.25347146,0.78633934,0.20425525
0.58999866,1.6710461,0.8213793,0.23991309,0.847553,-0.35123706
0.8829027,1.6368753,0.85063124,0.44102064,0.76642936,0.2655683
0.8065265,1.7313876,1.0248966,0.1922925,0.78480214,0.065582566
0.7360785,1.382758,0.8555138,0.45597792,0.80246216,-0.4733482
0.7713468,1.4653425,1.1359293,0.28713813,0.7181417,-0.14987893
0.721899,1.664957,1.0831947,0.44722477,0.65888685,-0.044874582
0.783562,1.7522589,0.69751054,0.47887123,0.7871299,-0.423276
0.8922872,1.4334699,0.8003119,0.47769588,0.73185736,0.024591248
0.774141,1.4897906,1.1804488,0.3819545,0.60197985,-0.10018789
0.8911419,1.6276735,0.83816314,0.21622398,0.7777629,-0.07851864
0.60725194,1.3687158,0.75221896,0.19252834,0.7921909,0.08985373
0.495195,1.1849309,0.82064503,0.4412225,0.71309906,0.31024322
0.7568626,1.5695031,0.9800792,0.20054199,0.77531165,-0.12308845
0.5280833,1.6122035,1.016191,0.1901202,0.8414324,-0.33849353
0.32469288,1.6493629,1.1152288,0.37643844,0.67214495,-0.11036899
0.34231508,1.8074516,1.1344677,0.48335147,0.7944838,0.13427365
0.85691154,1.6506327,0.95270175,0.1811097,0.7216323,0.26775458
0.34303847,1.609724,0.82391435,0.26533243,0.780435,-0.12182345
0.7270185,1.4169595,0.95964056,0.14251214,0.8106183,-0.34321442
0.60358346,1.6815312,0.8776499,0.3831257,0.7252984,0.29617742
0.5783997,1.5672166,1.0312091,0.20846374,0.7627899,0.12179533
0.4544421,1.3492576,0.8039335,0.35777208,0.8165581,0.064963855
0.41684258,1.3599035,1.1417652,0.48356706,0.8325344,0.119010106
0.6238794,1.2229143,0.80571026,0.3605657,0.7364012,0.08593464
0.5638263,1.6224983,1.0602268,0.20237282,0.7463252,0.27142256
0.906092,1.2009709,0.97451305,0.43387985,0.6293188,0.068730466
0.7273434,1.3808044,0.9769046,0.45739815,0.7935262,0.10182856
0.86674696,1.4554975,0.8284914,0.3461387,0.8500381,-0.22488214
0.7682354,1.7828678,0.59735286,0.1710899,0.66463566,-0.33416215
0.5932471,1.1581372,0.96137226,0.29546618,0.73545164,-0.36018655
0.5655093,1.2692688,0.96970534,0.20682704,0.7350745,0.2011852
0.7162869,1.589022,1.1008863,0.3812527,0.7734061,0.059942868
0.84096676,1.3661778,1.1791573,0.38367492,0.7856462,-0.39756548
0.5208405,1.2673103,0.7935431,0.43211147,0.78745383,0.08005978
0.90670305,1.3871334,0.6904263,0.44874135,0.7933209,0.09275792
0.74415004,1.1871325,0.69113046,0.43153796,0.72859836,0.108674586
0.45577818,1.3775276,0.8137309,0.34900308,0.71971977,-0.022654528
0.8581429,1.1807097,0.8229908,0.24309112,0.7875891,0.11530796
0.43812588,1.5786461,0.9443336,0.18048242,0.6635089,0.09566565
0.7248556,1.234358,1.1333749,0.29366526,0.70463496,0.35889405
0.8964365,1.4699496,0.80068135,0.18145576,0.734035,-0.10818673
0.5536189,1.7190868,0.96792865,0.46796614,0.8040146,-0.34845203
0.55680346,1.420789,0.68383,0.42825347,0.73978114,-0.182945
0.7825082,1.8022002,0.93756664,0.38242376,0.8374547,0.47793198
0.90743047,1.5654135,0.79223573,0.13199508,0.78398645,-0.2967236
0.7075074,1.4408387,0.94636846,0.19622625,0.6619,0.35631505
0.32678178,1.2022542,1.0191294,0.37734202,0.8324408,-0.014748017
0.5953798,1.2520727,1.1387358,0.36891696,0.8500494,0.09010811
0.7236754,1.8750322,0.975628,0.3776705,0.8510168,-0.12236083
0.89205146,1.3416462,1.0027732,0.27607074,0.6660467,0.14430995
0.8784432,1.8296943,1.1571602,0.24407192,0.70439637,0.23769376
0.7412966,1.4086353,0.9646014,0.108827576,0.65569097,0.2794424
0.45193908,1.8976061,1.0507424,0.45209134,0.8662254,0.12180047
0.6818671,1.620889,0.81380177,0.20669165,0.80389744,0.11809728
0.65088737,1.6413507,0.9965177,0.35216057,0.777071,0.051814582
0.8246526,1.6209645,1.0501375,0.35666034,0.89343494,-0.48154452
0.5510602,1.4074761,0.80533224,0.28932452,0.67064196,-0.23702131
0.77836293,1.3796082,0.6875273,0.17622529,0.7274795,-0.040688965
0.81998205,1.4474882,1.0357075,0.27908847,0.79300773,0.15945697
0.85927445,1.1199635,0.67475003,0.37715814,0.64938647,0.23880072
0.619223,1.6288699,0.9346296,0.34919333,0.88284487,-0.24306323
0.6820386,1.548421,0.950833,0.3643204,0.7245914,-0.22447516
0.59974045,1.6334951,0.6544295,0.36382845,0.7059284,-0.46655455
0.8774959,1.5954126,0.9669757,0.20761374,0.7189878,0.3157404
0.48390025,1.1838167,0.99888474,0.35462898,0.7282876,-0.10242518
0.5773006,1.1680683,0.6165848,0.4500134,0.7943251,0.34465414
0.9014336,1.5725162,0.82652843,0.10196916,0.74438363,0.21224673
0.7181081,1.808224,0.8193536,0.1780428,0.712195,0.1792208
0.54990506,1.594393,1.1376567,0.43421713,0.6009578,-0.099271744
0.7971848,1.8507128,1.1004947,0.46060106,0.8928412,-0.07016505
0.8812711,1.286766,0.78333557,0.16908392,0.76821345,-0.09088751
0.7335097,1.8031756,0.68613666,0.26967585,0.7738416,0.30482185
0.74164623,1.5730559,0.9255317,0.45523366,0.72052807,0.2879948
0.7378844,1.205847,0.9495923,0.35573435,0.64506525,0.2518223
0.77017325,1.962595,0.6022843,0.25831765,0.65976596,0.18344347
0.46692312,1.9084765,0.8247326,0.17041487,0.7511548,-0.16887017
0.74444014,1.6294445,0.6862632,0.19889122,0.73836935,0.148541
0.72840375,1.8434548,1.1305997,0.28426084,0.73218054,-0.30233857
0.4763127,1.1599659,0.81958294,0.37814978,0.77864486,-0.34696424
0.6110462,1.3644787,1.1231688,0.3642519,0.8298218,-0.12372927
0.50597167,1.8715565,0.937071,0.35375986,0.70054716,0.28215036
0.58566713,1.4548715,0.6007032,0.14480057,0.60920703,-0.116270505
0.34538466,1.4083484,0.56148434,0.21466161,0.7951234,-0.3007208
