parameter,mean,std,median
v_norm,0.66338354,0.1643391,0.6672422
a_0,1.4892544,0.23563056,1.4695982
w_s_eff,0.8801784,0.16917427,0.8923276
t_0,0.31384113,0.094786726,0.30887464
alpha_gain,0.74899876,0.06983411,0.74151975
beta_val,0.03027779,0.23859656,0.071709044
