parameter,mean,std,median
v_norm,0.79005873,0.49589312,0.6356674
a_0,1.2100064,0.27029717,1.1525209
w_s_eff,0.69356334,0.2658901,0.66188633
t_0,0.29995874,0.11146467,0.29840574
alpha_gain,0.72274154,0.15032135,0.6970977
beta_val,-0.008719238,0.51284957,-0.012857485
