parameter,mean,std,median
v_norm,0.66753197,0.1634515,0.66676307
a_0,1.4943389,0.2304988,1.4760069
w_s_eff,0.87814313,0.17015666,0.88307554
t_0,0.3101055,0.09547509,0.2991543
alpha_gain,0.74744713,0.07169428,0.74395394
beta_val,0.005752442,0.2350823,0.00606131
