parameter,mean,std,median
v_norm,0.8065387,0.4932372,0.6774042
a_0,1.1954653,0.2655017,1.1433024
w_s_eff,0.7036363,0.26915175,0.6539213
t_0,0.30711114,0.112416774,0.31920508
alpha_gain,0.7256645,0.15375221,0.6987529
beta_val,-0.03228775,0.51470643,-0.05075076
