parameter,mean,std,median
v_norm,0.6653302,0.16567045,0.6675147
a_0,1.4922659,0.23628671,1.479195
w_s_eff,0.8772323,0.17047691,0.8838336
t_0,0.3095822,0.092720725,0.3108452
alpha_gain,0.74927163,0.06959283,0.7426703
beta_val,0.014533471,0.2385929,0.037653774
