parameter,mean,std,median
v_norm,0.6702581,0.16470398,0.68617374
a_0,1.495916,0.23803388,1.4776152
w_s_eff,0.8805818,0.17048422,0.88449985
t_0,0.30332416,0.09357612,0.2926328
alpha_gain,0.7517587,0.0695827,0.7537619
beta_val,0.006409246,0.24381006,0.009190374
