v_norm,a_0,w_s_eff,t_0,alpha_gain,beta_val
0.3225554,1.4382757,0.86250013,0.22193912,0.7320504,-0.2493522
0.75145555,1.5934118,0.70223725,0.467432,0.8445406,-0.3219526
0.43121392,1.4865216,0.51606023,0.27814668,0.69536996,-0.111904435
0.9768309,1.3031095,1.120554,0.26075754,0.70529413,0.09002824
0.36300665,1.5660866,0.8623141,0.28552544,0.76854193,0.23779008
0.70739937,1.382996,0.9513733,0.33998594,0.7200553,0.107522815
0.37077957,1.3218946,0.9902928,0.20795153,0.6737928,0.13057685
0.5326718,1.1023129,0.8480116,0.45158553,0.8985756,0.36131486
0.6177311,1.6491596,0.6128793,0.27840716,0.72971505,-0.057287924
0.32305682,1.4111484,0.86552525,0.2561946,0.7349043,0.19390723
0.3530918,1.2354108,0.81461316,0.38933966,0.77237916,0.1784311
0.89802015,1.8266717,0.974785,0.34630635,0.7629469,-0.064565904
0.3340485,1.8471532,0.90972,0.43339968,0.8413486,0.39608333
0.6719581,1.3651078,0.6597718,0.42004457,0.6869718,-0.20786874
0.619347,1.4060328,1.1064876,0.37640578,0.7791703,0.034781184
0.7711102,1.4625534,0.65305346,0.2899305,0.7310892,0.39335033
0.6886891,1.874555,1.1621563,0.18846689,0.8046768,0.42891315
0.8761438,1.361521,1.0150454,0.3425586,0.8448867,-0.13727255
0.572713,1.4651867,1.0113553,0.106217586,0.65944093,-0.28337228
0.7464155,1.4771271,0.9935179,0.112379186,0.7412378,-0.29781622
0.5974802,1.4085791,0.7078346,0.3989566,0.6817798,-0.091974005
0.9910997,1.8747507,0.63351965,0.3749669,0.65726215,0.23749039
0.5086851,1.7409999,0.97864413,0.26036745,0.78196466,0.07140037
0.52709204,1.1603937,0.65888387,0.29158407,0.82869583,0.31964737
0.60038614,1.5730813,0.94043046,0.24643247,0.83431035,0.18651637
0.43598342,1.8308823,0.86322707,0.357093,0.8043315,-0.11519967
0.45678148,1.5039008,0.9358696,0.12557071,0.73477846,0.41429085
0.5671859,1.4099355,1.0353993,0.21769576,0.71450025,-0.23866181
0.49271974,1.3835903,0.8075114,0.17167628,0.7331551,0.38440907
0.52369434,1.3976327,0.5269253,0.3774496,0.85325897,0.2901563
0.63118863,1.2424642,0.9865554,0.18001395,0.7640832,-0.27973953
0.48110855,1.785311,0.7628586,0.36070094,0.65486073,-0.20194593
0.72352743,1.6377103,1.1355623,0.26805446,0.8472757,0.06063356
0.58579254,1.9823438,0.9310119,0.26832154,0.7089664,-0.13178766
0.86667573,1.3888853,0.9725218,0.25742215,0.65252453,-0.14992805
0.7648657,1.6694703,1.0752649,0.34961557,0.7795816,0.10997904
0.7102355,1.8898813,0.7929233,0.36989203,0.7098937,-0.14586858
0.81459653,1.6449903,0.9773509,0.24049917,0.748806,0.12907192
0.5847904,1.4224534,0.9399173,0.28212255,0.72072303,0.16234967
0.74095494,1.6501007,0.83222425,0.34271875,0.7365495,0.14100496
0.85860324,1.3973557,0.91133106,0.467459,0.72035027,0.28306463
0.5635478,1.1539762,0.6586471,0.3456491,0.6601818,-0.0784432
0.3966801,1.6077877,0.94886345,0.3460033,0.7218556,-0.2119795
0.80590135,1.4248499,0.9079669,0.37046352,0.71077496,0.3614902
0.6292585,1.6410935,1.16422,0.19469728,0.74878114,-0.14274512
0.93889064,1.3624175,0.9319304,0.42743132,0.6577278,0.07402011
0.32682708,1.4706327,1.1093665,0.23307219,0.7200462,0.110366486
0.5115102,1.6281729,0.9362285,0.36196923,0.7226432,0.291744
0.7953025,1.1820439,0.92973953,0.45079607,0.75944173,-0.08078012
0.69923663,1.7729397,1.0645405,0.37430847,0.72729355,0.09219617
0.49543032,1.5634907,0.91046864,0.3372039,0.64183015,-0.31071368
0.36913955,1.1045631,0.6774627,0.35822648,0.7992246,-0.082201146
0.49724573,1.481291,1.1692421,0.45026612,0.7977123,0.32434782
0.97746813,1.1294173,0.7262937,0.19768967,0.7767433,-0.36875248
0.33525652,1.6232604,0.6402559,0.20030355,0.7312354,0.21612728
0.4925693,1.3794523,1.098697,0.46891865,0.8869839,-0.49777436
0.7382807,1.1210041,0.61637306,0.19566645,0.7105364,-0.30029392
0.37462536,1.5393046,0.95406586,0.3216072,0.6607915,-0.29745954
0.7076836,1.6164404,0.99217176,0.28718168,0.73171604,-0.3340051
0.33676365,1.2830117,1.153703,0.36524495,0.79425275,0.078005224
0.73563874,1.481911,0.75166464,0.36923409,0.76339763,0.12861334
0.88356173,1.5365686,0.9696944,0.24667475,0.6327772,0.2952366
0.57722074,1.4592447,0.70614326,0.17877972,0.73252773,-0.3473747
0.55181134,1.1449492,1.0067458,0.37792972,0.71360075,-0.15244009
0.44749808,1.4299009,0.9671555,0.2639335,0.7491663,-0.0043246234
0.3450172,1.6246308,0.79436094,0.268203,0.73213744,0.20064816
0.59206295,1.4487236,0.91120565,0.26507443,0.8542317,0.124130316
0.6224728,1.8304508,0.6359293,0.25133356,0.7213517,0.022495233
0.6185438,1.1280887,0.87673134,0.2674738,0.7532799,-0.10061002
0.3911309,1.5464001,0.95033437,0.20015185,0.7623985,0.23493226
0.70956284,1.563516,0.98389745,0.38580975,0.6923574,-0.09340309
0.38718572,1.4689236,0.9680611,0.29019585,0.89100623,-0.15457104
0.886309,1.6594857,0.979308,0.25698355,0.8392114,-0.07361497
0.6349855,1.6569872,0.59635067,0.4393859,0.7276425,0.4005781
0.5938594,1.2237756,1.1028626,0.1974909,0.77729374,-0.14447755
0.599456,1.9206734,1.1652229,0.45156553,0.6548232,0.09850024
0.8554391,1.6654122,1.1199107,0.41792694,0.70320356,-0.37329546
0.75901455,1.2443905,0.79870903,0.46492407,0.63310105,0.35884437
0.78618217,1.6040399,0.8940681,0.3352163,0.7815668,0.32272866
0.7274088,1.7979149,0.96184254,0.2084618,0.8249733,0.34013128
0.6137076,1.619786,0.8190021,0.18538128,0.7615689,-0.15747477
0.7254085,1.1961076,1.0767789,0.38266525,0.71335906,0.167865
0.64233816,1.6184542,0.8910713,0.36392197,0.86449873,-0.08576939
0.9889601,1.8939751,0.93267393,0.29056558,0.8403108,0.124519795
0.43801138,1.9019942,0.81100214,0.16209924,0.6991969,0.20916243
0.76340646,1.250903,1.0262303,0.28122288,0.85062885,0.4288243
0.7665264,1.4008733,0.6802649,0.35598743,0.7031521,-0.0462742
0.6404198,1.4436725,0.78445977,0.20955499,0.7193242,0.3826692
0.6948521,1.6001683,0.99114394,0.38019547,0.60279924,-0.33313864
0.8974059,1.4812933,0.9683121,0.3715089,0.78215754,-0.39029685
0.35424837,1.2376488,0.8058208,0.18069111,0.77028996,0.3749956
0.5110429,1.2418382,0.7967366,0.45256016,0.78430766,-0.33123097
0.6859768,1.8869913,0.63274235,0.28774223,0.80913854,-0.069641
0.6047643,1.3964684,0.97446185,0.36681682,0.79673445,-0.054902457
0.9238187,1.1757855,0.5386384,0.42357945,0.78423053,-0.29639676
0.89964217,1.6516459,0.97877973,0.45852742,0.7920674,0.30820146
0.41682154,1.3621644,0.9498506,0.29797482,0.8858637,-0.07946694
0.7755631,1.7863959,0.69462776,0.2578866,0.7652036,0.0010844372
0.5991787,1.3943882,1.0460837,0.35880545,0.7636957,-0.17710115
0.59529924,1.3738875,1.1271292,0.36842215,0.70321286,0.25952467
0.57684964,1.5937387,1.0428746,0.103990495,0.74331486,-0.07699249
0.4454431,1.9409678,0.6586579,0.28707775,0.7237146,-0.102909535
0.89953655,1.9727818,0.8638668,0.4706205,0.7810058,0.006740193
0.9103553,1.8536149,1.1394581,0.29235175,0.64941853,0.30864757
0.58803785,1.5889943,1.1218388,0.19856828,0.7854905,0.12513521
0.59896386,1.8110157,0.9795464,0.23837437,0.71025264,0.49858853
0.75412005,1.4851868,0.9329738,0.44815734,0.745445,0.12107843
0.4285182,1.8508068,0.8295275,0.3196692,0.8066068,-0.49308187
0.65051246,1.2582575,0.70240945,0.28878364,0.67500246,-0.25963914
0.6127935,1.993426,0.7363072,0.38065103,0.7799697,0.018508526
0.5854593,1.3413569,1.1438617,0.3298581,0.70671207,0.12600838
0.66744626,1.5355488,0.82629,0.2103441,0.62960225,0.29161036
0.7190763,1.465889,0.9532784,0.30194914,0.6523776,0.09983141
0.7594969,1.8706983,0.88174886,0.34549057,0.77393556,0.09728903
0.47852027,1.8004884,0.81428164,0.45527843,0.8417613,0.117677346
0.46010464,1.1831414,0.65206164,0.12531883,0.6516701,-0.18523706
0.85218304,1.9299506,0.92616975,0.28703067,0.84814644,0.38379005
0.60031307,1.1664717,0.8013349,0.35900313,0.8433758,-0.33378422
0.8515514,1.6020877,0.82414883,0.45433378,0.69264007,0.11482851
0.3188663,1.8639858,0.9384198,0.35189852,0.84200245,-0.09742713
0.71653867,1.7968994,1.140204,0.46006826,0.71266717,-0.33939502
0.5690527,1.4970943,0.9996375,0.43677917,0.7859717,-0.36972237
0.91510403,1.2709149,0.5945437,0.2692096,0.7119917,-0.11366746
0.98875606,1.3679016,0.94898194,0.35775027,0.70552766,-0.14867388
0.55232507,1.2492077,0.9729177,0.2873398,0.6551252,-0.045998808
0.43467957,1.2012496,0.7071486,0.26026466,0.78927517,0.26575255
0.7433814,1.1839011,1.1356155,0.4964735,0.7852399,-0.086926624
0.75162494,1.5679723,0.5200876,0.30770054,0.7028261,0.17220597
0.4837067,1.3400114,0.8009864,0.36647436,0.7463557,0.14674525
0.55371696,1.4916241,0.6539658,0.20225675,0.68143874,-0.49997458
0.75500035,1.7020482,0.8014113,0.19662383,0.8120977,0.34774652
0.42409807,1.2819396,0.86570215,0.3105759,0.7100408,-0.28561175
0.46688372,1.6653957,0.9985733,0.2913139,0.7716651,-0.33174354
0.56864935,1.4298134,0.97663414,0.27885187,0.7923619,-0.06064863
0.5990135,1.8840432,0.6269802,0.29200795,0.71452785,0.13446768
0.8851287,1.1377939,0.7974838,0.33451614,0.6023784,0.30200478
0.7586288,1.8497589,1.1360611,0.3646904,0.85539764,-0.0801462
0.47376606,1.601568,0.8414683,0.42616838,0.6530242,0.31082478
0.71568716,1.14958,0.9344931,0.19668937,0.6795608,-0.32555807
0.8073008,1.4407746,0.9441305,0.4282743,0.7764709,-0.3436707
0.7235643,1.2041374,1.1087031,0.12366386,0.63898325,0.3468534
0.7163602,1.0347005,0.9147675,0.44612426,0.83409375,-0.1239918
0.79429084,1.5702983,0.8634507,0.21915787,0.7817497,0.118751034
0.5964403,1.7974881,0.93589807,0.26006112,0.7741058,-0.046009406
0.4779343,1.3082994,1.1628518,0.33437064,0.6008981,0.17748183
