parameter,mean,std,median
v_norm,0.6605643,0.170947,0.6679866
a_0,1.4943225,0.23632213,1.474224
w_s_eff,0.8852611,0.16880324,0.89674795
t_0,0.30860427,0.09542746,0.30350462
alpha_gain,0.7500389,0.07086516,0.74456877
beta_val,0.0008100219,0.233633,-0.0071183466
