parameter,mean,std,median
v_norm,0.6602134,0.16468598,0.651847
a_0,1.4893944,0.2331098,1.4760035
w_s_eff,0.87178683,0.17027266,0.87904096
t_0,0.30431238,0.09706787,0.29502687
alpha_gain,0.750629,0.070828155,0.750318
beta_val,0.0014372081,0.22964855,-0.016557375
