v_norm,a_0,w_s_eff,t_0,alpha_gain,beta_val
0.7504329,1.2398213,0.90212864,0.39110297,0.8103508,-0.009168639
0.60460234,1.393028,0.78038925,0.34223408,0.77769184,0.35888124
0.6310181,1.6649929,0.8282093,0.12102001,0.6820777,0.36808768
0.71895236,1.2364373,1.1308231,0.4022901,0.7951178,0.38371682
0.48528075,1.411979,0.79372346,0.47679183,0.69738585,0.15851223
0.8075825,1.818763,0.96291065,0.23228285,0.7076743,-0.16967027
0.8792229,1.6820773,0.91084146,0.37908614,0.7691484,0.3080338
0.70592976,1.619049,0.7872711,0.36129236,0.73567563,-0.070028275
0.78684646,1.1694899,0.82664317,0.11062157,0.782806,-0.047969878
0.364983,1.3932189,1.1436982,0.38664234,0.70342255,0.2029707
0.5563747,1.4383225,0.8035847,0.34089422,0.6655202,0.42669544
0.9954603,1.4659522,0.82016104,0.4276342,0.73458815,0.1149867
0.9159918,1.181313,0.9695454,0.27901855,0.7768746,0.14344986
0.7786441,1.3416786,0.5535287,0.28383577,0.87945193,-0.07697353
0.93384904,1.1809075,0.6650709,0.28988096,0.7442268,-0.076497726
0.54509753,1.7113563,1.0992805,0.47327867,0.7898522,-0.26886067
0.5870629,1.2452321,0.99067295,0.23169278,0.84124,0.4217451
0.91168094,1.8311118,1.0269246,0.17223647,0.8606041,-0.3776738
0.7142838,1.9267347,0.9559058,0.3599929,0.72282195,0.34399545
0.61544585,1.4251518,0.64615387,0.19075847,0.6554356,0.008618123
0.88139427,1.8865134,1.1586413,0.27198112,0.7765339,0.2998429
0.5169669,1.4353951,0.97053564,0.27914116,0.7322491,0.11073515
0.6354321,1.2860656,0.6739695,0.43632743,0.64891535,-0.15474439
0.75480604,1.1039312,0.9744987,0.2080215,0.7300895,0.12249818
0.88162225,1.7756562,1.1301695,0.21581256,0.77421117,0.42611825
0.7562611,1.8307328,0.94492,0.26389873,0.7836563,0.28044
0.5191054,1.3222039,0.7936632,0.48189202,0.6099139,0.14421529
0.67075616,1.709282,1.1618283,0.1137617,0.7820327,-0.41301447
0.8874811,1.7916269,0.7775104,0.29856324,0.6393033,0.073445566
0.8912668,1.3611645,1.1088477,0.32455254,0.7752063,-0.38743523
0.39668685,1.440281,0.6135607,0.3406526,0.72055864,0.13886194
0.48320737,1.431334,1.1104646,0.12352759,0.73342115,-0.38735208
0.9111373,1.1631472,0.7794041,0.2094422,0.662663,0.126377
0.9937378,1.4128684,0.5326551,0.21029563,0.77825403,-0.076349
0.49365398,1.8517052,0.8880225,0.21946745,0.81356585,0.1774436
0.45716307,1.6029282,0.87112314,0.35556805,0.7410432,0.2617638
0.86685175,1.81295,0.86552167,0.43824267,0.7154775,0.40449855
0.5519502,1.1516159,0.8488765,0.30522057,0.72490597,-0.08144929
0.5492502,1.2953796,0.5877653,0.2622951,0.8052726,-0.020998025
0.88189894,1.6510644,0.9567266,0.27052853,0.67179304,-0.021021748
0.7948317,1.8841321,0.8885825,0.35196516,0.7858086,0.3278109
0.46302631,1.473701,0.95615876,0.4532168,0.7393978,-0.32632482
0.4718215,1.3752173,0.9415836,0.19757278,0.7722548,0.07416812
0.66889197,1.394566,0.7625225,0.37709862,0.7028871,0.17417133
0.7614743,1.2237849,0.7350294,0.38014832,0.71742505,0.4802771
0.59308,1.845995,1.1303867,0.28970927,0.79544234,0.386728
0.6560628,1.6543324,0.6362715,0.117066175,0.7606067,0.44809404
0.51141834,1.4706658,0.8373754,0.38880515,0.82660776,0.12499782
0.7129039,1.4370201,0.9883224,0.28761896,0.7368869,-0.43930972
0.7708604,1.3206735,1.0978694,0.17990254,0.7012597,0.14508657
0.7697127,1.2174697,0.9959493,0.2860254,0.7736018,-0.30586728
0.64641446,1.6798583,1.1664033,0.20837036,0.71279836,-0.2768379
0.5440634,1.207525,0.5047055,0.37850434,0.8441642,0.34519517
0.72728854,1.7381105,0.783196,0.36064282,0.7182393,-0.085608676
0.3288537,1.1669053,0.6259739,0.34471422,0.7901383,-0.24585095
0.33487096,1.4290869,1.024779,0.24400286,0.7878902,0.2931143
0.6607031,1.4147089,0.9356404,0.20076852,0.7192818,-0.10217314
0.56125075,1.418503,0.93462974,0.37262583,0.66570896,-0.3096112
0.6075036,1.7345369,0.79825544,0.48891154,0.67039883,0.07596703
0.4182708,1.5503418,1.0842447,0.34988233,0.70622826,0.15042649
0.93277955,1.3776475,1.1804379,0.26642683,0.71101373,-0.3097825
0.4479596,1.1580267,0.8302252,0.46998274,0.8777577,-0.12839666
0.80958474,1.793267,0.8336109,0.45567456,0.6527215,0.091786444
0.8563124,1.2439778,0.69932365,0.4492063,0.7779547,-0.31138763
0.7279783,1.6615156,0.8561331,0.17981972,0.827672,0.2937884
0.6044934,1.5498832,0.979192,0.30273098,0.67765033,0.16689204
0.84302115,1.4035783,1.0120157,0.37870613,0.8071772,-0.16205738
