subject_id,v_norm_mean,a_0_mean,w_s_eff_mean,t_0_mean,alpha_gain_mean,beta_val_mean,v_norm_std,a_0_std,w_s_eff_std,t_0_std,alpha_gain_std,beta_val_std,num_trials,prop_gamble_overall_obs,prop_gamble_Gain_TC_obs,mean_rt_Gain_TC_obs,prop_gamble_Gain_NTC_obs,mean_rt_Gain_NTC_obs,prop_gamble_Loss_TC_obs,mean_rt_Loss_TC_obs,prop_gamble_Loss_NTC_obs,mean_rt_Loss_NTC_obs,framing_effect_tc_obs,framing_effect_ntc_obs,rt_GvL_TC_obs,rt_GvL_NTC_obs,gain_rt_speedup_obs,framing_effect_avg_obs,delta_framing_obs
114,0.8203418254852295,1.1884578466415403,0.6970483660697937,0.3056851625442505,0.7224111557006836,-0.0755680575966835,0.49560546875,0.2672390341758728,0.2681898176670074,0.109381765127182,0.1531207859516143,0.5302662253379822,288,0.4479166666666667,0.2777777777777778,0.5997690521147837,0.4305555555555556,3.9400329138896066,0.625,0.6673569623161566,0.4583333333333333,4.531148952776372,0.3472222222222222,0.027777777777777735,-0.06758791020137289,-0.5911160388867658,3.340263861774823,0.18749999999999997,0.3194444444444445
115,0.8199425339698792,1.20371675491333,0.7012906670570374,0.3041894435882568,0.7283075451850891,-0.0147670553997159,0.4877241551876068,0.26963871717453,0.2716836035251617,0.1102303490042686,0.153863251209259,0.5181552171707153,288,0.4548611111111111,0.2361111111111111,0.6212905477901138,0.5,2.12164507499094,0.5277777777777778,0.6827355478012908,0.5555555555555556,2.0272886874994986,0.2916666666666667,0.05555555555555558,-0.06144500001117692,0.09435638749144148,1.5003545272008263,0.17361111111111113,0.2361111111111111
116,0.7856297492980957,1.2085286378860474,0.6970222592353821,0.306034654378891,0.723157525062561,-0.040761686861515,0.4821508526802063,0.2763836979866028,0.2697089910507202,0.11178869754076,0.151363268494606,0.5090514421463013,288,0.4965277777777778,0.4444444444444444,0.7331142858831657,0.5833333333333334,2.472164793053202,0.4166666666666667,0.7388885047745019,0.5416666666666666,2.58066915275736,-0.027777777777777735,-0.04166666666666674,-0.005774218891336114,-0.10850435970415795,1.7390505071700364,-0.03472222222222224,0.013888888888889006
119,0.7820093035697937,1.2131319046020508,0.6883267164230347,0.2980209290981293,0.731009840965271,-0.0404705666005611,0.486538827419281,0.2721267640590668,0.2589461803436279,0.1097717732191085,0.1538876891136169,0.5104292631149292,252,0.4801587301587302,0.3333333333333333,0.6372598000024612,0.5185185185185185,2.5982494370384503,0.625,0.6063732768128882,0.4444444444444444,3.1201788037034457,0.2916666666666667,-0.07407407407407407,0.030886523189572967,-0.5219293666649953,1.9609896370359892,0.10879629629629631,0.36574074074074076
122,0.7900587320327759,1.2100063562393188,0.6935633420944214,0.299958735704422,0.7227415442466736,-0.0087192384526133,0.495893120765686,0.2702971696853637,0.2658900916576385,0.1114646717905998,0.1503213495016098,0.5128495693206787,288,0.7673611111111112,0.625,0.5666095971831017,0.8888888888888888,1.6942666138889737,0.75,0.5340189464788483,0.8055555555555556,1.8308196402777652,0.125,-0.08333333333333326,0.03259065070425338,-0.13655302638879152,1.127657016705872,0.02083333333333337,0.20833333333333326
123,0.805648684501648,1.2130637168884275,0.683725118637085,0.3030049800872803,0.7197840809822083,-0.0398056171834468,0.4865985214710235,0.2718506157398224,0.2656627297401428,0.1132106482982635,0.1529101431369781,0.5314550399780273,288,0.5625,0.3194444444444444,0.6775369567163688,0.625,2.1670158874997774,0.5277777777777778,0.6789437081976355,0.7777777777777778,2.537617129165988,0.20833333333333337,0.1527777777777778,-0.001406751481266677,-0.3706012416662108,1.4894789307834087,0.18055555555555558,0.05555555555555558
124,0.8038255572319031,1.190346121788025,0.7000783085823059,0.3002266585826874,0.7261165976524353,-0.0234905555844306,0.4958986937999725,0.2699698507785797,0.2720985412597656,0.1140981242060661,0.1542638689279556,0.5306917428970337,288,0.6076388888888888,0.4305555555555556,0.6750411619718569,0.5972222222222222,2.233882713888837,0.6666666666666666,0.7156813884057951,0.7361111111111112,2.488939076388874,0.23611111111111105,0.13888888888888895,-0.040640226433938165,-0.25505636250003727,1.5588415519169798,0.1875,0.0972222222222221
126,0.8060329556465149,1.2078686952590942,0.6941203474998474,0.3030321598052978,0.7200031876564026,-0.0382890105247497,0.5034071803092957,0.275623619556427,0.2623485028743744,0.1136838868260383,0.1537845134735107,0.5210976004600525,288,0.71875,0.4166666666666667,0.6190522971825796,0.6805555555555556,1.9502033958330383,0.8472222222222222,0.5907315371427103,0.9305555555555556,1.9072828319442325,0.4305555555555555,0.25,0.028320760039869275,0.04292056388880572,1.3311510986504587,0.3402777777777778,0.18055555555555552
128,0.8118811845779419,1.2108495235443115,0.7026552557945251,0.3092313706874847,0.7168037295341492,-0.0250362437218427,0.5020893216133118,0.2695436477661133,0.2672584950923919,0.1143778637051582,0.1509766578674316,0.5173836350440979,288,0.4895833333333333,0.4305555555555556,0.7171714063491862,0.5416666666666666,3.202580429166675,0.3888888888888889,0.720471817460358,0.5972222222222222,3.9121449541667315,-0.041666666666666685,0.05555555555555558,-0.0033004111111718526,-0.7095645250000566,2.4854090228174885,0.0069444444444444475,-0.09722222222222227
129,0.8065387010574341,1.195465326309204,0.7036362886428833,0.3071111440658569,0.725664496421814,-0.0322877503931522,0.4932371973991394,0.2655017077922821,0.2691517472267151,0.1124167740345001,0.1537522077560424,0.5147064328193665,288,0.5833333333333334,0.4583333333333333,0.563747271832487,0.625,1.468844184722103,0.5833333333333334,0.6189909929571129,0.6666666666666666,1.597952038888454,0.12500000000000006,0.04166666666666663,-0.055243721124625944,-0.12910785416635107,0.905096912889616,0.08333333333333334,0.08333333333333343
131,0.7868900895118713,1.19676673412323,0.7007986903190613,0.3038512468338012,0.7224384546279907,-0.0214056596159935,0.4996828734874725,0.2771362364292145,0.2719439268112182,0.1160793527960777,0.1546919345855713,0.5142596960067749,288,0.6215277777777778,0.5416666666666666,0.6355563563361935,0.6388888888888888,3.260255098613723,0.5833333333333334,0.6799343681817515,0.7222222222222222,3.4111722611103485,0.04166666666666674,0.08333333333333337,-0.04437801184555801,-0.15091716249662568,2.6246987422775296,0.06250000000000006,-0.04166666666666663
132,0.8059563636779785,1.1837422847747805,0.7081308960914612,0.3021575808525085,0.7365966439247131,-0.0162024032324552,0.5026547312736511,0.2610434889793396,0.2685225903987884,0.1086769551038742,0.1555112898349762,0.5383745431900024,288,0.3923611111111111,0.3194444444444444,0.4619221513878276,0.1111111111111111,3.364298970831846,0.6805555555555556,0.4973790611107284,0.4583333333333333,4.7020964902763405,0.36111111111111116,0.3472222222222222,-0.035456909722900776,-1.3377975194444947,2.9023768194440183,0.3541666666666667,0.01388888888888895
133,0.8129545450210571,1.210537075996399,0.7161982655525208,0.3053979277610779,0.7231519818305969,-0.0158037450164556,0.5127664804458618,0.274173378944397,0.2710236310958862,0.1107087731361389,0.1533143371343612,0.5122652649879456,288,0.5277777777777778,0.2222222222222222,0.3562511549282878,0.4305555555555556,2.478186622223196,0.7916666666666666,0.3645336027770504,0.6666666666666666,2.9122197055581234,0.5694444444444444,0.23611111111111105,-0.008282447848762586,-0.4340330833349273,2.1219354672949082,0.40277777777777773,0.33333333333333337
134,0.8095315098762512,1.2052615880966189,0.6891387104988098,0.3020766079425812,0.733066737651825,-0.0399207212030887,0.4981110394001007,0.2686481773853302,0.2669928967952728,0.1117287799715995,0.1499036848545074,0.5314063429832458,288,0.5416666666666666,0.2222222222222222,0.511106461432064,0.5416666666666666,1.7839209222220234,0.6805555555555556,0.5136978573521928,0.7222222222222222,2.164813708336927,0.45833333333333337,0.18055555555555558,-0.002591395920128803,-0.3808927861149036,1.2728144607899594,0.3194444444444445,0.2777777777777778
135,0.777216911315918,1.198450207710266,0.6996273994445801,0.3062194585800171,0.7293177843093872,-0.0215265247970819,0.4940678477287292,0.2787421941757202,0.2700015604496002,0.1126316711306572,0.147221490740776,0.518993616104126,288,0.3854166666666667,0.16666666666666666,0.5627025536259812,0.3333333333333333,7.971112777776499,0.5694444444444444,0.5902252690128746,0.4722222222222222,9.394335301390027,0.4027777777777778,0.1388888888888889,-0.027522715386893437,-1.4232225236135285,7.408410224150518,0.27083333333333337,0.2638888888888889
136,0.8098321557044983,1.1854006052017212,0.6900302171707153,0.3055942952632904,0.7329517006874084,-0.0441514365375041,0.5014797449111938,0.2703938782215118,0.2700714468955993,0.1144761145114898,0.1551563441753387,0.5103017687797546,288,0.4895833333333333,0.2361111111111111,0.6485115088240384,0.2916666666666667,1.3144687861115218,0.7916666666666666,0.6229631500000583,0.6388888888888888,2.077900947220769,0.5555555555555556,0.34722222222222215,0.0255483588239801,-0.7634321611092472,0.6659572772874834,0.45138888888888884,0.20833333333333343
138,0.8022525310516357,1.1927086114883425,0.695130467414856,0.3087791204452514,0.7231916785240173,-0.0357599072158336,0.4897883534431457,0.268320232629776,0.2681678831577301,0.1137149557471275,0.1501929461956024,0.5330256223678589,288,0.5972222222222222,0.4305555555555556,0.7459750845060933,0.5138888888888888,3.3978863222202764,0.7361111111111112,0.7675270086974311,0.7083333333333334,4.4034892888889265,0.3055555555555556,0.19444444444444453,-0.02155192419133778,-1.0056029666686501,2.651911237714183,0.25000000000000006,0.11111111111111105
141,0.7994803190231323,1.1867382526397705,0.6874265670776367,0.2980038225650787,0.7391535639762878,-0.0053480328060686,0.4889178872108459,0.2720980644226074,0.2645441889762878,0.1111187860369682,0.1544139087200164,0.5253546833992004,288,0.6666666666666666,0.3888888888888889,0.5854138680565989,0.5972222222222222,2.1049563847225525,0.8194444444444444,0.6023931057142493,0.8611111111111112,2.164759324999573,0.4305555555555555,0.26388888888888895,-0.016979237657650414,-0.0598029402770206,1.5195425166659535,0.3472222222222222,0.16666666666666657
