parameter,mean,std,median
v_norm,0.66470885,0.16632101,0.651962
a_0,1.5004939,0.23705076,1.4996673
w_s_eff,0.8886312,0.16750911,0.896766
t_0,0.31432486,0.09474845,0.30639726
alpha_gain,0.75064266,0.06987512,0.7501208
beta_val,0.008789117,0.22810408,-0.005783499
