parameter,mean,std,median
v_norm,0.8171549,0.503716,0.71064776
a_0,1.2028676,0.26902208,1.1572638
w_s_eff,0.6950042,0.268451,0.6394088
t_0,0.30415946,0.11061534,0.3059692
alpha_gain,0.7218574,0.1527498,0.6876269
beta_val,-0.035753984,0.529708,-0.068273194
