parameter,mean,std,median
v_norm,0.65596116,0.16502342,0.65012974
a_0,1.4943277,0.233125,1.4876477
w_s_eff,0.8881145,0.16627356,0.90095264
t_0,0.31378615,0.09514427,0.30885926
alpha_gain,0.75001734,0.069483,0.74324137
beta_val,0.009704423,0.23375656,0.027450426
