parameter,mean,std,median
v_norm,0.6645828,0.15995337,0.65979797
a_0,1.5076351,0.24244013,1.4971477
w_s_eff,0.88205343,0.1714573,0.8811654
t_0,0.3103679,0.09342507,0.3011092
alpha_gain,0.7518189,0.07103923,0.7569908
beta_val,-0.0016909671,0.232005,-0.00427366
