v_norm,a_0,w_s_eff,t_0,alpha_gain,beta_val
0.46981105,1.2735271,0.35055822,0.43944314,0.52998286,-0.18680315
0.4590722,1.2760949,0.81875986,0.18053159,0.98339736,-0.10582257
0.10281107,1.1000861,1.0642736,0.405892,0.6010289,0.46393016
0.6198133,0.8665962,0.6600422,0.13859573,0.608371,0.73155224
1.9497788,1.5470585,0.49012178,0.36302015,0.6131871,0.0038150344
1.1218559,1.4380289,1.0270576,0.35907134,0.54552263,-0.20933078
0.8247179,1.774576,0.62361777,0.34015167,0.59563893,-0.28532198
0.67165256,1.2569859,0.5855952,0.18842201,0.696508,0.567591
0.2751109,0.97822356,0.3323569,0.25936773,0.5030389,0.8549114
1.2896447,1.1710333,0.3721036,0.13372496,0.5467921,-0.21658835
0.56171966,1.4582968,0.51765114,0.28227866,0.70783734,-0.88542604
0.4714146,1.1861082,0.4070571,0.4763,0.6077736,0.1803804
0.22594869,1.4020814,1.0593816,0.26368585,0.86886656,0.05219723
0.9274539,0.8672486,0.316684,0.3444468,0.6850363,-0.16494158
0.32966238,0.8763552,0.61504894,0.26055056,0.75146943,0.035064686
0.45052916,0.9216108,0.80102015,0.46276623,0.82986295,-0.52239263
0.6254551,1.1189121,1.0692317,0.2718848,0.98557895,0.25340432
0.9754811,1.3671261,0.7363364,0.31726536,0.5300069,0.3915733
1.9271137,1.1914598,0.78848237,0.20139314,0.8785362,0.3157137
0.8928291,1.166327,0.63680565,0.1663954,0.68441945,-0.7475267
1.0326837,1.0554812,1.1102029,0.4230899,0.95282847,-0.016807105
1.113015,0.9896834,0.66554135,0.49653023,0.71802443,0.20153853
1.0307921,1.0025182,0.86549264,0.22235759,0.5464948,-0.29532176
1.8169768,1.102678,0.38949156,0.45378888,0.89091635,-0.31038737
0.6806022,1.2623574,0.7768936,0.20605561,0.77225065,-0.17902161
0.97415257,1.2713586,0.89063174,0.13871258,0.6763854,0.48308498
0.8143883,1.3010387,0.5929102,0.4083038,0.8325286,0.6995564
1.782015,0.883881,0.7221954,0.13875906,0.76543194,-0.52877307
1.0206944,1.0519011,0.45945132,0.31751442,0.6533576,0.57579947
0.7887319,0.97533995,0.5807671,0.43278593,0.86002576,0.34190798
0.5521482,1.0449295,0.36917618,0.38956147,0.6561522,0.47066385
0.38384864,0.91220075,1.1743722,0.4605573,0.7644265,-0.22190787
1.1065965,1.0285616,1.0947185,0.1942503,0.6981529,-0.6163514
0.6657505,1.0827633,0.50973654,0.44574946,0.9136348,-0.14282285
1.7752467,1.6132765,1.0600832,0.35626638,0.877074,0.5119023
0.4370842,1.4594872,1.0047504,0.47808865,0.8198588,0.1615383
0.5795806,0.83500236,1.1645185,0.37622756,0.7450845,-0.27619964
0.22118418,1.7311044,0.3949712,0.46068126,0.6839092,0.57546544
0.9470221,1.7016885,0.9329138,0.3133301,0.8497071,0.6527535
0.37624657,1.7974946,1.0994903,0.14348893,0.7530973,0.047831077
0.1952099,1.4440613,0.31343612,0.46004036,0.8225334,-0.5404611
0.50633955,1.5035074,0.4011619,0.342159,0.85829407,0.03493442
1.7398028,1.4749435,0.6993292,0.47013983,0.78388214,-0.33776855
0.40337053,1.0074831,1.0753824,0.31979734,0.91883,-0.9858783
0.59305024,0.94647604,0.9903063,0.30498692,0.5935257,-0.8245709
0.27238488,1.1180081,0.9017165,0.3564438,0.55357504,-0.52383137
0.7704281,1.4929396,1.1938683,0.26095158,0.58555615,-0.12988222
0.4321549,1.2903538,0.53154975,0.36501947,0.97288096,0.5019605
0.26682654,1.1586539,1.1968061,0.4074519,0.6050864,-0.6184217
0.6471028,1.2291614,0.4886865,0.33580256,0.57465327,-0.20472583
0.45242465,0.96381927,0.3227304,0.17605971,0.5003016,0.7629667
1.017339,1.4810334,0.39779535,0.33996838,0.6505955,-0.22110976
0.31916597,1.1262013,0.35888556,0.42632714,0.59946644,-0.45209953
1.10109,1.1850871,0.4874168,0.43049845,0.64168805,0.17029653
0.46277902,0.9698823,0.7007711,0.3269455,0.86430484,-0.57737494
1.8586961,1.402426,1.1017594,0.45272702,0.90478754,-0.25282785
1.1777495,1.1341938,1.0744846,0.46997574,0.82517403,-0.2890732
0.3343445,1.0366504,0.512264,0.3775718,0.634008,0.14298253
1.0537732,1.2968557,1.1313733,0.18257967,0.72876596,-0.8295347
1.3047385,1.2068921,0.48249134,0.22387095,0.7746082,-0.012333226
0.8268214,0.8198416,0.6323888,0.14875938,0.6515467,-0.4810903
0.2446529,1.6869788,0.34592608,0.28152913,0.59495884,-0.5110771
0.4239339,1.1196243,1.1731621,0.18996441,0.76943105,0.70842737
1.0281103,1.6960819,1.0719503,0.4521857,0.85833955,-0.7875969
0.12075343,1.3510455,0.6483904,0.104050666,0.54877514,-0.41918284
1.2690437,1.1621408,0.6181476,0.43600866,0.91875046,0.3759041
1.271867,1.6216377,0.5376832,0.4695503,0.9864032,0.7371254
0.8028431,1.0614227,0.69875294,0.27822515,0.9215489,-0.8571232
0.40477046,0.97491854,0.61791116,0.25638336,0.5353621,-0.50309724
0.19338772,1.2936656,0.38937625,0.1798837,0.5310379,-0.56273127
0.922155,1.7496825,0.946396,0.14877158,0.55849135,0.81402427
1.1866231,1.1446375,0.48507088,0.39337596,0.91168493,-0.27809468
0.44039178,0.81337345,0.6707587,0.13976571,0.9363086,0.5870659
1.4104025,1.6726133,0.6776326,0.3167074,0.89972126,0.0064067524
1.3114345,0.91447186,0.7129528,0.28085724,0.71847004,0.4259491
1.2833328,1.0524616,1.0532442,0.38725883,0.60150945,0.40624234
1.9138898,0.8714632,0.35296178,0.35975826,0.9231003,0.287893
1.281643,1.1334201,0.7885982,0.19894421,0.997624,0.104240015
0.29189694,1.627256,0.81076914,0.3268536,0.9144441,0.26805627
1.0588741,1.7438728,0.47393465,0.19381692,0.631693,0.40304264
0.59660304,1.3552763,0.5218763,0.18576981,0.67977667,-0.96618515
0.384292,1.0796583,0.91945606,0.23708573,0.76163447,-0.3584511
1.5179317,1.7706147,0.36805275,0.20238192,0.81153995,0.52643836
0.27531967,0.94379795,0.943444,0.12513986,0.5455253,0.5131456
1.7939245,1.2484256,0.36767185,0.28045893,0.60799843,-0.86768943
0.32357657,1.0656672,0.61443764,0.48150903,0.71607935,-0.9538378
0.436928,1.5988063,1.1321436,0.43706915,0.94904864,0.8569868
1.3388234,1.1490588,0.53593653,0.27264065,0.5569497,-0.2047006
0.6612533,1.2864032,0.44457418,0.43371108,0.74105287,-0.34222245
0.528969,0.98148584,0.5231949,0.23942186,0.8881173,0.8526525
0.37566218,1.0747621,0.50825757,0.11383307,0.9529942,-0.08111068
0.5671759,0.9796395,0.67932993,0.32801265,0.68333113,0.25355756
0.5005635,1.3245548,0.6248476,0.26283142,0.6711071,-0.29922214
0.3972449,1.6297227,1.1316373,0.40604064,0.96185493,0.21161193
0.6324326,1.059998,0.7755749,0.2164921,0.5336504,-0.049812928
1.118507,1.6228958,0.84950715,0.2172599,0.9396698,-0.6018201
1.1983234,1.2129616,0.46135315,0.42308858,0.9504254,-0.3194177
0.44739264,1.5952657,0.6571535,0.24871574,0.50837135,0.536585
0.64027035,1.7254425,1.1772894,0.42628807,0.95801526,0.11394251
0.89637667,1.0120878,1.0879393,0.20716067,0.7472375,-0.67298687
0.27658865,1.6089667,1.0743822,0.46489137,0.5008167,0.4849001
1.3100349,0.8622718,0.6877806,0.47232142,0.8521571,0.77237636
0.18758938,1.1484225,0.38546878,0.23583677,0.63521653,0.82220376
0.24118899,1.4337084,0.36536258,0.46846431,0.89615643,-0.51326686
0.39753732,1.3523203,1.0870311,0.28313294,0.9185347,0.5158466
0.5427975,1.7262466,1.123136,0.35750085,0.8416462,0.34268308
0.97329926,1.169281,0.30281252,0.23759112,0.8719976,-0.62116766
0.45215645,1.247676,0.9981197,0.36932972,0.842191,0.67678607
0.98268175,0.8597021,1.0503595,0.20963338,0.54080194,-0.5495022
0.30122745,0.9677002,0.39786598,0.47694632,0.8250895,0.3105565
0.56800175,1.1837958,0.88032454,0.4085055,0.98745835,0.94579023
0.9067315,1.1291924,0.56967604,0.18391778,0.5818376,-0.47488245
0.16169228,1.5119927,0.98925734,0.32455102,0.9354806,-0.18922758
1.2845391,1.1454866,1.1135385,0.44566628,0.640854,-0.1693056
0.35906333,1.021735,0.9863105,0.22727554,0.8521541,0.22824809
0.6715711,0.98130995,1.0381473,0.2296765,0.53278434,-0.6752545
0.3067072,0.9840705,0.69292676,0.22112356,0.57536095,-0.60436064
0.6349521,1.0328248,0.74011254,0.19048819,0.6535261,0.3355694
0.4448939,0.8192818,0.47555506,0.38075408,0.5574112,0.6175382
0.49550605,1.1562922,0.63480383,0.46860024,0.5027993,-0.39140788
0.47010598,0.9230835,0.33482686,0.37408602,0.8066669,0.32970467
0.4054878,1.001834,0.5324244,0.32045007,0.8508893,-0.017919112
1.2181655,0.9750822,1.0549152,0.4007462,0.70664763,0.14521037
0.30920222,1.4517303,0.486047,0.37970945,0.63971484,0.35497388
1.5671718,1.2378099,1.0758984,0.12020451,0.8921602,-0.21796389
1.0129529,0.95105594,1.0800686,0.2647153,0.5408265,-0.10451929
1.2358638,1.0206674,0.66614217,0.28597963,0.70292723,0.307819
0.333577,1.295893,1.1038568,0.25256658,0.6345313,0.7586077
0.85761154,0.85500926,0.55550736,0.4668103,0.5969337,0.6289356
0.8646635,1.2161659,0.32468763,0.45087206,0.53154135,-0.7083164
1.8131647,1.0325303,0.3812196,0.38721114,0.99120677,-0.16986671
0.39227757,1.3680615,0.5027355,0.37100807,0.65211004,-0.6052153
0.75684696,1.5746769,0.34618294,0.42498142,0.7211598,0.9409446
0.6244579,1.2349092,0.5351875,0.2679161,0.5883509,-0.1768075
0.8885224,1.4596779,0.5538345,0.17459208,0.8069655,-0.24081029
0.6973783,0.965056,1.0345308,0.34905586,0.92513347,0.94624037
0.90222865,1.7873341,0.63220143,0.23697113,0.55536854,-0.48272002
0.98670363,1.137683,0.9617641,0.4249,0.6276715,-0.07321087
0.50686526,1.1063752,0.7534109,0.27279952,0.8551292,-0.347667
1.0089271,1.7739677,0.38963953,0.49819955,0.7488296,0.06287594
0.36608955,0.99206924,0.88624096,0.36221004,0.5875831,0.4885205
1.2022922,1.1908516,0.7856902,0.4296707,0.50698936,0.5133105
0.39613977,1.7866497,0.77274597,0.2641928,0.8155372,0.74136126
1.8533854,1.6057005,1.1593237,0.1610769,0.668183,0.59898
0.96296316,1.4726168,0.3483104,0.4375141,0.59359765,0.510669
0.3297195,0.93079615,0.8872106,0.2848645,0.8677222,0.48197028
0.20298597,1.498446,0.4924132,0.36151895,0.6116145,-0.91053665
0.87551886,0.8845944,0.96980715,0.1273028,0.67643726,0.44168666
0.9187319,1.1412336,0.7217196,0.1965029,0.9214714,0.38042256
0.4217723,1.6169078,0.96989554,0.28313372,0.9474428,-0.3840442
0.71496505,1.3409169,0.91668904,0.11540568,0.81703204,-0.6904481
0.69813424,0.98344654,0.32733008,0.18618454,0.9894373,0.36046726
0.56250167,1.4355597,1.0976417,0.49883848,0.8548847,0.74148273
0.17400831,0.9074084,0.85982025,0.28691483,0.5013773,0.35030344
0.12891558,0.98379815,0.409433,0.296422,0.8676379,0.888005
0.8905143,1.1610817,0.304066,0.1253541,0.7787091,0.24493583
0.35531136,1.0721375,0.94167507,0.33889154,0.97628623,0.10208694
0.6339492,0.92297775,0.643598,0.33610708,0.6447667,0.48228315
0.49050063,1.1629447,0.63407815,0.19474846,0.702262,0.40452665
0.5327872,1.0408238,0.7414752,0.33487248,0.68785566,-0.70306146
1.4900715,0.8571704,0.6731405,0.3194364,0.5123489,-0.8504665
1.1954205,1.0233711,1.1751729,0.1706057,0.57985246,-0.34962067
0.26816428,1.0448903,0.4952252,0.16291963,0.63254374,-0.14526072
0.438361,1.3488146,0.42281148,0.47673112,0.9498371,0.16747908
0.8769145,0.9100795,0.48093495,0.36143294,0.528579,-0.1731372
1.9743714,0.8580268,0.41752982,0.4816467,0.596257,-0.09625322
0.48765865,1.5094063,0.5006001,0.12977855,0.5245892,0.46571746
1.8193402,0.96040857,0.506461,0.41489157,0.50747734,0.074900046
0.5739699,1.1809154,1.0706618,0.2923861,0.9382422,0.0002085835
1.1743271,1.0003092,1.008685,0.41026637,0.7913674,0.935682
1.2281582,1.1818757,0.9615538,0.23575786,0.8093036,-0.21960624
1.1428127,1.404487,0.47151333,0.118969195,0.9670916,0.22948658
1.0755191,1.3342875,1.1616799,0.10347729,0.5114706,-0.4148656
1.1144729,1.1773134,0.95666414,0.3516081,0.5764901,-0.2810217
0.52535987,1.0129545,0.6340431,0.39541367,0.5465398,-0.5634428
0.25368577,1.0751189,0.46516603,0.4573842,0.94689965,0.22601013
0.9979709,1.1296146,1.1746691,0.34517315,0.6561892,-0.076543614
1.1786251,1.6538285,0.40734056,0.11089697,0.8711052,-0.7965428
0.517472,1.2924291,0.6298788,0.21160795,0.74256325,0.3359503
1.8311048,1.2738736,0.5952322,0.19802694,0.79023474,-0.3539849
1.3599225,1.6656431,0.55202955,0.22235571,0.5568567,-0.9857318
0.2151858,1.4016253,1.1675255,0.40920356,0.58580804,-0.3940505
0.2707215,0.82674843,1.0970747,0.16073759,0.7221877,0.10750007
0.42983255,1.5622813,0.39741865,0.31158632,0.6035701,0.8704326
1.611686,1.1752939,0.5465258,0.3570363,0.97699344,-0.5288022
0.35453218,0.9249024,1.0096579,0.2340223,0.554673,-0.116036996
0.29829428,1.052971,0.42568386,0.20545174,0.90149486,0.55309033
0.849183,1.1579399,0.4412191,0.4251154,0.9517888,-0.5081989
0.4785135,1.7595704,0.9289014,0.48870742,0.57434034,0.108025186
0.32679588,0.96444356,0.7179854,0.33319852,0.536969,0.5612173
0.49429423,1.4483187,0.46673968,0.40376183,0.62546635,0.29751635
0.4426562,0.80091923,0.4117695,0.47572175,0.91135937,0.025896521
