parameter,mean,std,median
v_norm,0.8203418,0.49560547,0.6869007
a_0,1.1884578,0.26723903,1.143375
w_s_eff,0.69704837,0.26818982,0.6536198
t_0,0.30568516,0.109381765,0.3067702
alpha_gain,0.72241116,0.15312079,0.70231247
beta_val,-0.07556806,0.5302662,-0.1226385
