parameter,mean,std,median
v_norm,0.80595636,0.50265473,0.6553617
a_0,1.1837423,0.2610435,1.1443605
w_s_eff,0.7081309,0.2685226,0.6775744
t_0,0.30215758,0.108676955,0.30539432
alpha_gain,0.73659664,0.15551129,0.7145498
beta_val,-0.016202403,0.53837454,-0.040210553
