parameter,mean,std,median
v_norm,0.7990247,0.484334,0.65480024
a_0,1.201018,0.27155456,1.1545981
w_s_eff,0.6990875,0.2700334,0.64632195
t_0,0.30366102,0.11586635,0.3051537
alpha_gain,0.72113967,0.15031889,0.6997021
beta_val,-0.029163307,0.50837314,-0.05287449
