v_norm,a_0,w_s_eff,t_0,alpha_gain,beta_val
1.5340693,1.3565007,0.5027437,0.3284683,0.5068567,-0.7856213
0.4533722,1.4604522,0.6248668,0.15977429,0.9440916,0.05943252
1.8209425,1.3435998,0.77237004,0.28672966,0.5094667,0.59077215
0.5364517,1.0011841,1.15373,0.43416408,0.6185158,-0.8816151
1.7253716,0.94051903,1.1798694,0.1613839,0.9716884,0.9162498
0.50869155,1.1438798,0.5085932,0.3829796,0.6053016,0.37025785
0.4434422,0.9765844,0.39537963,0.2551809,0.68134475,-0.6756603
0.951494,1.0612253,0.68107235,0.23903047,0.9479172,0.5722621
1.2364094,1.009112,0.38098174,0.14546582,0.9345288,0.38181344
0.18453057,1.3606673,0.31739873,0.38071004,0.84825486,-0.5527131
0.43435365,0.8977669,1.1795198,0.19492143,0.83479667,0.49522075
0.262254,1.1224486,0.3899769,0.2964653,0.90454227,-0.55297035
0.83381164,1.1959443,0.78858465,0.13739829,0.5090467,0.021205245
0.2664361,1.6534429,0.49092442,0.11382826,0.5054472,0.63798237
0.24619457,1.2689035,0.31749856,0.3750434,0.5447618,0.58340794
1.173264,0.86601305,1.175527,0.3609088,0.74572974,0.48788813
0.34000587,1.0138987,0.38042253,0.3967342,0.7025459,-0.30528384
0.5697253,0.9787101,0.5895213,0.10946861,0.81883556,0.1447702
0.35952112,0.9525463,0.984266,0.36642808,0.96851385,-0.63473153
0.31139967,1.2869751,0.4025975,0.2577321,0.81492054,0.6486363
1.2124318,0.91968876,0.46691263,0.2685016,0.89116144,-0.4628494
0.3008013,1.2121542,0.9576821,0.3657265,0.9819919,0.4611526
0.27974677,0.93855476,1.0283761,0.362957,0.787823,-0.48801002
0.29093915,1.3197739,0.974275,0.23315944,0.7342178,-0.1976681
0.65825343,1.0083178,0.91870445,0.38719884,0.8243988,0.06853888
0.7203014,1.3659651,0.94422865,0.32889405,0.8392775,0.030244222
0.6378708,1.0022346,0.87338746,0.26025787,0.6560438,-0.9929222
0.53017265,1.0944996,1.1950455,0.47889844,0.59276557,-0.6119504
1.2355072,1.0572001,0.6886826,0.10769299,0.5345509,0.27248946
1.7973453,1.7517782,0.32601133,0.4604974,0.58548397,0.66544634
1.0795841,1.7259678,0.82771313,0.113646306,0.6931522,-0.41495878
0.5744805,0.80983293,0.36267495,0.3912175,0.6516447,-0.09522576
0.6368367,1.0151116,0.35154915,0.1719247,0.9145593,0.5031709
0.43371186,1.7407162,0.33728018,0.35882524,0.91848093,-0.56055874
1.4777428,1.7305777,0.6141521,0.12947197,0.82574403,-0.17387258
1.3657215,1.5575228,0.965303,0.38260463,0.8706434,-0.82676804
1.1328547,1.0530936,1.0552275,0.4440058,0.7391247,0.59191144
0.96355814,0.8420725,0.48216036,0.14943537,0.6310439,-0.23553309
0.12921256,1.5329393,0.41807947,0.2399689,0.8545995,-0.47240284
0.19899878,1.708429,0.36593375,0.3213553,0.68205,-0.5104921
0.39656335,1.3388983,0.9481825,0.18384424,0.9381091,-0.74308413
0.5748663,1.643625,0.9953691,0.4937373,0.6573572,0.15032423
1.0045083,1.325804,1.0486461,0.23197775,0.51194316,-0.032100726
0.58480734,1.4680641,1.0969224,0.49136886,0.82403153,0.5922981
1.8281727,1.7297351,0.99341935,0.2829798,0.91346467,0.5614184
0.32637668,0.809514,0.66740894,0.24399394,0.85080224,0.9888139
0.5728392,1.1907808,0.6298207,0.15431228,0.53208214,0.45558563
1.8871036,1.5283638,0.6991122,0.3034696,0.6247479,-0.46240962
0.6509904,1.0920223,1.1879742,0.22417034,0.5283205,-0.62052286
0.7873679,0.83555377,0.7429184,0.45341885,0.97390026,-0.9328268
1.129344,1.1757402,0.9088387,0.4363435,0.59081537,0.14407207
0.41275486,0.83492345,0.45846486,0.29215547,0.60638934,0.648269
1.0429281,0.80589026,1.152565,0.4372321,0.85955393,0.27557725
1.8392596,1.1394161,0.94570947,0.3650231,0.7223501,-0.78428704
0.21637122,0.90113467,1.0241656,0.37945703,0.915835,0.64799714
1.9274156,1.373019,0.64851063,0.1442017,0.64343715,0.73831904
1.0137476,1.3547398,0.3935534,0.15703206,0.93447745,-0.24258165
0.22553968,1.1753997,0.6350662,0.45367438,0.52906096,0.25300306
0.63385046,1.0271676,1.0782422,0.49120906,0.58071667,-0.28401732
1.970449,1.5747138,0.8475503,0.2572322,0.8947771,-0.5418647
0.8189509,1.0426782,0.31002948,0.15570892,0.93030596,-0.07125363
1.1483245,1.2790283,1.0651261,0.20700054,0.6679816,0.48706505
1.2738731,1.7263936,0.53488773,0.2903978,0.93547845,0.20990758
0.27218688,1.4167744,0.42552903,0.27624273,0.5844406,-0.06531531
0.5860179,1.2088544,0.708395,0.42993048,0.96753573,0.42944807
0.39085338,1.3528912,1.0306337,0.14298005,0.70390755,0.53919613
1.0444542,1.2564205,0.31452972,0.40411857,0.5089387,-0.24824485
0.4136166,1.1286248,0.48242164,0.17995006,0.8785854,-0.5191025
0.820201,1.5554965,0.67477244,0.4615495,0.91676867,0.27691725
1.2189354,1.5014815,0.47674543,0.22851436,0.5398047,-0.14504819
0.59947604,1.2530428,1.167033,0.13716939,0.5148002,-0.48669165
1.9420373,1.0242084,0.6299957,0.25855723,0.9470329,-0.6887866
1.230319,0.9966673,0.30117166,0.11064656,0.80685407,-0.5578552
0.75294924,0.81381845,0.5351661,0.4125053,0.5615725,0.39965704
1.8782707,1.2401226,0.9602393,0.35145357,0.5443767,0.14199597
0.12654765,1.1312928,1.1437193,0.29808396,0.856773,0.13218857
0.1596128,1.1083909,0.86667806,0.20981081,0.70814705,0.1465185
0.5177961,0.83012694,0.41494408,0.45326373,0.56311727,-0.872113
0.3814393,0.88435477,0.38652927,0.3486394,0.9683465,-0.18558198
0.8864312,1.0250406,1.031887,0.32831326,0.70519173,0.12281749
0.35437387,0.95105696,0.7007949,0.111354746,0.70913285,-0.68397176
0.20892125,1.7148018,0.47355443,0.43188736,0.687596,0.39662305
0.41701564,0.9851125,0.5656347,0.2991226,0.50430083,-0.19834517
1.7173817,0.89520717,1.1970147,0.3129683,0.5514289,-0.14821188
0.31768093,1.1055311,0.31804368,0.48538285,0.6340563,-0.6015882
0.30787045,1.6046113,0.92892635,0.4478095,0.6262531,0.9687806
0.6343308,1.6987017,1.0270011,0.13958952,0.66055596,0.34162816
1.0204216,1.6698374,0.8749915,0.16701238,0.716188,0.42661846
0.4763269,1.0738825,0.3580847,0.24811916,0.8371491,-0.35010228
0.4609902,1.1672883,0.86960936,0.3465284,0.6301622,-0.016413307
1.1780038,1.1079524,0.614655,0.2786316,0.7384971,0.24625719
1.159804,1.0352044,0.54579914,0.25741786,0.5473969,-0.23306936
0.34048682,1.2062914,0.6220883,0.32504773,0.9848982,-0.12621932
1.3729032,1.3262634,0.43460354,0.1701562,0.5189846,-0.014505688
1.1430825,1.3810772,0.44907698,0.33631292,0.91618574,0.3337527
0.39449856,1.1764898,0.62434214,0.41556624,0.5768036,0.41866893
1.2078099,0.9165722,0.35803977,0.30147064,0.655918,-0.9355172
0.4807887,1.5071179,0.9171156,0.23557687,0.9135071,-0.49485832
0.64288414,0.9980748,0.70901686,0.11316537,0.9662528,0.22005352
0.50496733,1.6731244,0.9645269,0.49506935,0.7426616,0.12596484
1.6503954,0.85637474,0.37027782,0.15969607,0.705961,-0.31875142
0.32008702,1.4698112,0.7055078,0.13034263,0.70766926,-0.67713606
0.3035209,0.9021893,0.86603963,0.29052955,0.55091715,-0.47476694
0.15992638,0.99027205,0.95358926,0.47916555,0.9669064,0.6385125
0.21183251,0.96055144,1.0065497,0.33017755,0.7403807,0.50601685
0.28864065,1.0065914,1.0265242,0.48198697,0.6275136,0.5242726
0.75871015,0.94021773,0.31457224,0.41474667,0.7948673,-0.25644976
0.18547831,1.0830997,0.4110732,0.17055222,0.99944484,-0.80045253
1.4485575,1.0404643,0.96012336,0.17600954,0.6571328,0.6791689
0.9439849,1.1968565,0.4720711,0.34713274,0.63606536,0.6127074
1.3629527,1.204345,0.6889956,0.32045242,0.6995829,-0.5152276
1.7152988,1.7892821,0.4756594,0.19215533,0.99177194,-0.66352874
0.89571446,1.213669,0.73772305,0.40265572,0.9708922,0.4926861
0.63838345,1.0324113,0.57870054,0.48665828,0.7474435,0.00060342933
